iter	PRAUC	Logloss
201	0.9283834356	0.3498644768
202	0.9284760834	0.3497105069
203	0.9285344986	0.3495809476
204	0.9286880264	0.3493493462
205	0.9288169471	0.3491168653
206	0.9288883586	0.3490055035
207	0.9290519529	0.3488091615
208	0.9291555892	0.3486583467
209	0.9292330715	0.3485236683
210	0.9293633152	0.3483434704
211	0.929492014	0.3481736659
212	0.9297176985	0.3478836519
213	0.929785789	0.3477574571
214	0.9298309084	0.3476886751
215	0.9299834874	0.3474911598
216	0.9301049799	0.3473041139
217	0.9302355585	0.3470744648
218	0.9302918186	0.3469337937
219	0.9304208177	0.346727342
220	0.9304862471	0.346585289
221	0.9305697455	0.3464461033
222	0.9306681787	0.3462839327
223	0.9307348569	0.3461891694
224	0.9308532701	0.3460036441
225	0.9310422344	0.3457905793
226	0.9311215106	0.3456530565
227	0.9312518224	0.345466631
228	0.9313420829	0.345320487
229	0.9313896411	0.3452149171
230	0.9314697008	0.3450876247
231	0.9315877841	0.3449508678
232	0.931658263	0.3448286941
233	0.9317706085	0.3446194661
234	0.931897448	0.3444556425
235	0.9319643611	0.3443330283
236	0.9321014777	0.344119786
237	0.9322122849	0.343952986
238	0.9324523112	0.3436625634
239	0.9325300554	0.343519157
240	0.932589974	0.3434193663
241	0.932682052	0.3432136976
242	0.9327980503	0.3429966138
243	0.9329148973	0.3428052084
244	0.9330596954	0.3424402932
245	0.9331431368	0.3422387439
246	0.9333409703	0.3418907966
247	0.933376993	0.3418055797
248	0.9335124871	0.3416008988
249	0.9335820934	0.3414096129
250	0.9337262053	0.3411850866
251	0.9337718832	0.3410080782
252	0.9338713892	0.3408523764
253	0.9340054722	0.3405857223
254	0.934099208	0.3403686711
255	0.9342735852	0.3400504137
256	0.9343753094	0.3398964873
257	0.9344859467	0.3397433076
258	0.9345779695	0.3396039102
259	0.9346854369	0.3394337673
260	0.9347820507	0.3392875337
261	0.9349126928	0.3391052814
262	0.9350572552	0.3388867129
263	0.9351152454	0.3386853419
264	0.9353548368	0.3383857991
265	0.9355518125	0.3381452418
266	0.9357446452	0.3379140968
267	0.9359221778	0.3377041168
268	0.9361220542	0.3373300877
269	0.936383913	0.33700808
270	0.9365677834	0.3366994669
271	0.9366440672	0.3365421192
272	0.9367718682	0.3363245182
273	0.9368225952	0.3362025118
274	0.9368980184	0.3360099879
275	0.9370208566	0.3358244789
276	0.9371030075	0.3356083278
277	0.9371633341	0.3354689306
278	0.9372292842	0.3353597236
279	0.9373650696	0.3351732648
280	0.9376017494	0.3349087113
281	0.9377491229	0.3346893789
282	0.9378459054	0.3344142624
283	0.9380774655	0.3341182709
284	0.9382035292	0.3339285523
285	0.9382757109	0.3338171723
286	0.9384053384	0.3336106074
287	0.9384834472	0.3334748446
288	0.9386070106	0.3332867743
289	0.9386705376	0.3330817702
290	0.9387962115	0.332927849
291	0.9388821983	0.3327883011
292	0.9389231735	0.3326779796
293	0.9389752681	0.3324727393
294	0.9391691616	0.3321387289
295	0.9392985274	0.3318857019
296	0.9393593822	0.3317687976
297	0.9395451752	0.3314602394
298	0.9395603806	0.3312334965
299	0.9397316603	0.331019373
300	0.9399099498	0.3307626388
301	0.9400506571	0.3305302291
302	0.9401210329	0.330339054
303	0.9402214752	0.3301831375
304	0.9403994932	0.3298728157
305	0.9404628116	0.3297461796
306	0.9406603767	0.3294490068
307	0.9408037104	0.3292250888
308	0.9408405062	0.3290729254
309	0.9409367302	0.328939869
310	0.941101995	0.3286752415
311	0.9411461147	0.3284921117
312	0.941274747	0.3282949933
313	0.9413768311	0.3281172531
314	0.9415150616	0.3278593007
315	0.9416193058	0.3277116537
316	0.9417213309	0.3275875621
317	0.9418251747	0.3273871
318	0.9419507398	0.3270442623
319	0.9421350538	0.3267730391
320	0.9422738005	0.3265739812
321	0.9423781742	0.3263898022
322	0.9424190491	0.3262613973
323	0.9424788909	0.3261530902
324	0.9426184176	0.3259280032
325	0.9426892445	0.3257459316
326	0.9428430159	0.3255405319
327	0.9429353288	0.3253773951
328	0.9430313937	0.3251526529
329	0.9431288122	0.324962016
330	0.9432165922	0.3248505039
331	0.943246749	0.3247569692
332	0.9433126159	0.3246447742
333	0.9434166367	0.3244851044
334	0.9434666844	0.3243497887
335	0.9435888526	0.3241206122
336	0.9436631254	0.3238975196
337	0.9438652124	0.3236153391
338	0.9439290179	0.3235203608
339	0.9440669079	0.3233326118
340	0.9441757572	0.323141504
341	0.9443270885	0.3228084062
342	0.944399416	0.3226759274
343	0.9445182582	0.3224828448
344	0.944610318	0.3222909992
345	0.9447481469	0.3220864017
346	0.9449036384	0.3218160069
347	0.9450091177	0.3216380623
348	0.9451900313	0.3213404328
349	0.9453171918	0.3210984296
350	0.9454047012	0.3209094117
351	0.9454802987	0.3207590676
352	0.9455725091	0.3206051735
353	0.9457625108	0.3203579248
354	0.9458835423	0.3201355156
355	0.9459788057	0.3199499044
356	0.9460650356	0.3197867505
357	0.946171199	0.3195911282
358	0.9463028758	0.319330089
359	0.946379364	0.3191454497
360	0.9464842918	0.3189526508
361	0.9466134752	0.3187282697
362	0.9467652486	0.3184648196
363	0.9469168804	0.3182800466
364	0.9470274148	0.3181406453
365	0.9471038508	0.3180397055
366	0.9471554602	0.3178948843
367	0.947222651	0.3177908585
368	0.9473223128	0.3176254817
369	0.9474677831	0.3174249776
370	0.9475614411	0.3172601192
371	0.9476463951	0.3171236335
372	0.9477898811	0.316882225
373	0.9479453891	0.3166115957
374	0.948070192	0.3164023349
375	0.9481281194	0.3162452068
376	0.9482370701	0.3160636448
377	0.9483657272	0.3158494895
378	0.9484788246	0.3157089418
379	0.9485921888	0.3154348336
380	0.9486890812	0.3152635431
381	0.9487828794	0.3150787003
382	0.9488295708	0.3149782067
383	0.9489728973	0.3147724953
384	0.9490276902	0.3146500503
385	0.9491098246	0.3145021977
386	0.9492212665	0.3143228973
387	0.9493300707	0.3141430492
388	0.9493974193	0.3140148653
389	0.9495078789	0.3138535208
390	0.9496335259	0.3136348927
391	0.9497072422	0.3134625736
392	0.9498668813	0.3132371633
393	0.9498882142	0.3131337461
394	0.9499572464	0.3129718816
395	0.950009079	0.3128457995
396	0.95011867	0.312619102
397	0.9501970331	0.3124881014
398	0.9502810636	0.3122605473
399	0.9503369494	0.3121411221
400	0.9504422806	0.3119359612
401	0.95050531	0.3118332546
402	0.9506038137	0.3116489061
403	0.9506812516	0.3114835487
404	0.9507528267	0.3113254639
405	0.9509582461	0.3110163492
406	0.9510388853	0.3108972592
407	0.9511161204	0.3107488573
408	0.9512330315	0.3105839295
409	0.9513116081	0.3104210704
410	0.951339403	0.3103189066
411	0.9514566806	0.3101428469
412	0.9515490275	0.3098677015
413	0.9515958397	0.3097397092
414	0.9516430397	0.3096233771
415	0.9517417305	0.3094263346
416	0.9518774745	0.3092612572
417	0.9519684479	0.3091071886
418	0.9520551905	0.3089303706
419	0.9521723523	0.3087203467
420	0.9523208056	0.3085133011
421	0.9523354711	0.3084110568
422	0.9523902864	0.3082704125
423	0.9524679475	0.308122353
424	0.9525268143	0.3079749804
425	0.9526096647	0.3078152041
426	0.952676767	0.3076908054
427	0.9527804644	0.3075082129
428	0.9528273335	0.3073891481
429	0.9529013719	0.3072300522
430	0.9529743915	0.3070737465
431	0.9530374167	0.306932268
432	0.9531305356	0.3067754341
433	0.9532356625	0.3065914585
434	0.9533619803	0.3064378686
435	0.9534527762	0.306276342
436	0.9535981104	0.3061006665
437	0.9536932121	0.3059432246
438	0.953804359	0.3056940067
439	0.9538268991	0.3056055828
440	0.9539083036	0.3054465109
441	0.9539769364	0.3053056848
442	0.9540450953	0.3051410901
443	0.9540741486	0.3050599641
444	0.9541649704	0.3049194178
445	0.9541794636	0.3048411692
446	0.9541942297	0.3047600288
447	0.9542468098	0.3046222406
448	0.9543390481	0.3044586218
449	0.9544220366	0.3043215178
450	0.954494412	0.3041704276
451	0.954552388	0.3039746423
452	0.9546099256	0.3038293741
453	0.9546953743	0.3036968596
454	0.9547819012	0.3035140753
455	0.954894754	0.30333357
456	0.9549333688	0.303190056
457	0.9550142945	0.3030542851
458	0.9550974799	0.3028621689
459	0.955169558	0.3026782875
460	0.9552634053	0.3025386968
461	0.9553709747	0.302333915
462	0.9554586435	0.3021975788
463	0.9554711126	0.3021006829
464	0.9556560032	0.3018359292
465	0.9557829216	0.3016006479
466	0.9558702615	0.3014585674
467	0.9559568074	0.3012369523
468	0.9560144461	0.3010095318
469	0.9560864667	0.3008378153
470	0.9561357946	0.3007082193
471	0.9562249351	0.3005463342
472	0.9563190316	0.3003596827
473	0.956411484	0.3001640555
474	0.9565046581	0.3000043867
475	0.9566239384	0.2997645169
476	0.9567290594	0.2995567995
477	0.9568162407	0.2994158142
478	0.9568936221	0.29929561
479	0.956982763	0.2991544436
480	0.9570843604	0.2989816829
481	0.9571749847	0.2988318264
482	0.9572544227	0.2987089577
483	0.9573128757	0.2985703893
484	0.9574194318	0.2982749596
485	0.957503758	0.2981155805
486	0.957538173	0.2980247728
487	0.9575881403	0.2979057291
488	0.9576600322	0.2977575352
489	0.9577310245	0.2976350791
490	0.9578425693	0.2974492949
491	0.9579195529	0.2972509691
492	0.9579833605	0.2971034485
493	0.9580071808	0.2970719631
494	0.9580539911	0.2969642751
495	0.9581106444	0.2968812432
496	0.9581271279	0.2967914779
497	0.9581659595	0.2966751093
498	0.9582262238	0.296565577
499	0.9582300539	0.2965086352
500	0.9582655164	0.2964361476
501	0.9583411685	0.2962913818
502	0.9584021958	0.2961857731
503	0.9584934758	0.2960466195
504	0.9585556237	0.2959152664
505	0.9586762578	0.2956783681
506	0.9587318153	0.2955368637
507	0.9587846134	0.2954030587
508	0.9588718178	0.2951689868
509	0.9589598754	0.2949448136
510	0.9590112483	0.2948170238
511	0.9590980859	0.2946517371
512	0.959128533	0.2945320134
513	0.9591932853	0.2944043893
514	0.9592891626	0.2942621713
515	0.9593310657	0.2941524844
516	0.9593922869	0.2940298016
517	0.9594856487	0.2938303747
518	0.9595248883	0.293694002
519	0.9596119783	0.2935611549
520	0.9596618784	0.2934328801
521	0.9597671858	0.2932182619
522	0.9598263062	0.293095663
523	0.9598933612	0.2929326947
524	0.9599495476	0.2928322148
525	0.9600359929	0.2925820729
526	0.9601572684	0.2923461316
527	0.9602380554	0.2921766052
528	0.9603339374	0.2920095633
529	0.9604070738	0.2918232347
530	0.9604913239	0.2916636858
531	0.9605750486	0.2914829449
532	0.9606217079	0.2913667588
533	0.960713861	0.2911997797
534	0.9607515533	0.2910668136
535	0.9608649368	0.290896114
536	0.9608756868	0.2908188882
537	0.9609601842	0.2906889687
538	0.9609955191	0.2906008285
539	0.9610498819	0.2904980909
540	0.9610807493	0.2903703147
541	0.9611302736	0.2902750627
542	0.9612127373	0.2901600909
543	0.9612582491	0.2900520952
544	0.9613178691	0.2899117224
545	0.9613941379	0.2897156573
546	0.9614156397	0.2895055579
547	0.9615209471	0.2893340615
548	0.961586394	0.2892081731
549	0.961629888	0.2890995013
550	0.9616671242	0.2890158207
551	0.961724124	0.2888998435
552	0.9617687299	0.288773887
553	0.9618211944	0.2886513971
554	0.9618609551	0.2885052328
555	0.961920951	0.2883862112
556	0.9620243314	0.288230267
557	0.9620801798	0.288099662
558	0.9621302505	0.2879866567
559	0.9621744982	0.2879034838
560	0.9622057784	0.2877751894
561	0.9623085429	0.2875841858
562	0.9624145022	0.2873581697
563	0.9624846728	0.2871825396
564	0.962527734	0.2870673285
565	0.9626034133	0.2869189191
566	0.9626463332	0.2868054908
567	0.9626898109	0.286712442
568	0.9627237424	0.2866148664
569	0.9628387806	0.286385797
570	0.9628712138	0.2863138666
571	0.9629714079	0.2861571227
572	0.9630603367	0.2860059561
573	0.9631311458	0.285907154
574	0.9631728777	0.2857865748
575	0.9632413824	0.2856506996
576	0.9632706398	0.2855491277
577	0.9633167999	0.2854587456
578	0.9633825627	0.2853157703
579	0.963428968	0.2852128655
580	0.9634844742	0.2850720466
581	0.9635351269	0.2849637124
582	0.9636364726	0.2846971891
583	0.963672096	0.2846151076
584	0.9637073509	0.2845312722
585	0.9637685925	0.284365606
586	0.9638216148	0.2841357787
587	0.9639107542	0.2839715984
588	0.9639772722	0.2837973027
589	0.9640914612	0.2835772626
590	0.9641361939	0.2834143159
591	0.9641675589	0.2833081502
592	0.9642187644	0.2831732177
593	0.964279452	0.2830614092
594	0.9643567376	0.2829119915
595	0.9643812739	0.2828227671
596	0.9644105314	0.2827483338
597	0.9644576388	0.2826465661
598	0.9645340981	0.2825266272
599	0.964587018	0.2824160048
600	0.9646776603	0.2822599898
601	0.9647019786	0.2820771878
602	0.9647783358	0.2819211379
603	0.9648316912	0.2818239284
604	0.9648724255	0.2817235335
605	0.9649292617	0.2815890459
606	0.9650348688	0.2813798087
607	0.9650826567	0.2812404109
608	0.9651649904	0.2811006388
609	0.9652596404	0.2809055606
610	0.9652944087	0.2808272943
611	0.965349071	0.2806994169
612	0.9653870639	0.2805575768
613	0.9654356764	0.2804569502
614	0.9655282549	0.2802573006
615	0.9655852053	0.2800560659
616	0.9656275343	0.2799474144
617	0.9656908116	0.2798229865
618	0.9657634519	0.2796975424
619	0.9658266935	0.2795465635
620	0.965877726	0.2794348604
621	0.965935292	0.2792794165
622	0.9659916692	0.2791706143
623	0.9660238281	0.2790648248
624	0.9660816949	0.278903033
625	0.9661345453	0.2787832842
626	0.9661764446	0.2786556139
627	0.966233063	0.2785273068
628	0.9662933588	0.2784080023
629	0.9663751347	0.2782618339
630	0.9664397982	0.2781140308
631	0.9664926595	0.2780072176
632	0.9665331768	0.2778478306
633	0.9666217401	0.2776710449
634	0.9666752983	0.2775092875
635	0.9667510627	0.2773772545
636	0.9667646781	0.2773056877
637	0.9668737525	0.277102616
638	0.9668968523	0.2770045859
639	0.9669144846	0.2769187397
640	0.9669503949	0.2767999021
641	0.9669970454	0.2766907487
642	0.9670147919	0.2766348173
643	0.9670781123	0.2764891015
644	0.9671333183	0.2763605438
645	0.9671667349	0.2762093185
646	0.9671958329	0.2761112915
647	0.9672688912	0.2759465645
648	0.9673041033	0.2758721815
649	0.9673500218	0.2757589824
650	0.9673955558	0.2756575224
651	0.9674587325	0.2755533995
652	0.9675111776	0.2754090127
653	0.9675748256	0.2752690151
654	0.9676377843	0.275150516
655	0.9676772275	0.2750390328
656	0.9676975264	0.2749811337
657	0.9677528924	0.2747955987
658	0.9678146334	0.2746218942
659	0.9678794377	0.2744329754
660	0.9679600701	0.2742585984
661	0.9680116066	0.2741127765
662	0.968059807	0.2740032775
663	0.968120305	0.2738709904
664	0.9681747851	0.2737458365
665	0.9682131209	0.2735933202
666	0.9682704376	0.2734401414
667	0.9683396757	0.2732897456
668	0.9683690291	0.2731578911
669	0.9684606636	0.2729800911
670	0.9684974879	0.2728868939
671	0.9685458374	0.2727572467
672	0.9685694597	0.2726896269
673	0.9686197753	0.2725117077
674	0.9686525642	0.272430589
675	0.968711776	0.272298229
676	0.9687569744	0.2721803974
677	0.9688537246	0.2719656443
678	0.9689185773	0.2718020209
679	0.9689687221	0.2716908292
680	0.9690590957	0.271528801
681	0.9691802084	0.2713309627
682	0.9692313434	0.2711953835
683	0.9692745283	0.2710842416
684	0.9693132085	0.270967571
685	0.9693526311	0.2708434089
686	0.9693990725	0.2707190968
687	0.9694072004	0.2706809129
688	0.9694349557	0.2705851899
689	0.9695209981	0.2704564021
690	0.9695390195	0.2703906589
691	0.9695868369	0.2703089423
692	0.9696415481	0.2701953928
693	0.9696913897	0.2700745898
694	0.9697289913	0.269956743
695	0.9698100384	0.2697646359
696	0.9698289492	0.269701573
697	0.9699004937	0.2695320152
698	0.9699490468	0.2693716285
699	0.9700121113	0.2692423416
700	0.9700558625	0.2691250773
701	0.970103079	0.2689674152
702	0.9701736973	0.2688166973
703	0.9702053596	0.2687438752
704	0.9702656442	0.2685910532
705	0.9702940728	0.2685158501
706	0.9703251131	0.2684228229
707	0.9703717185	0.2682332506
708	0.9704153265	0.2681324574
709	0.9704590675	0.267989681
710	0.9705144716	0.2678588166
711	0.9705805301	0.267686539
712	0.9706530532	0.2675258145
713	0.9707123043	0.2674150209
714	0.9707567224	0.2672576451
715	0.9707650348	0.2672161619
716	0.9708023601	0.2671222737
717	0.970887305	0.2669320984
718	0.9709480574	0.266767733
719	0.9709934735	0.2666102293
720	0.9710487954	0.2664679248
721	0.9711483332	0.2662964317
722	0.9711778008	0.2661916094
723	0.9712309916	0.2660736114
724	0.9712721936	0.2659081186
725	0.9713364516	0.2657449211
726	0.9713561529	0.2656750634
727	0.9713928269	0.2655525734
728	0.9714525951	0.2653949925
729	0.9714782723	0.2652947945
730	0.9715043132	0.2651599154
731	0.9715487772	0.2650613864
732	0.9715827063	0.2649684242
733	0.9716790426	0.2647986969
734	0.9717239361	0.264681222
735	0.9717926825	0.2644856134
736	0.9718398964	0.2643546514
737	0.9718966614	0.2642511127
738	0.9719495194	0.264099416
739	0.9720000798	0.2640156623
740	0.9720265621	0.2639415167
741	0.972059092	0.2638370059
742	0.9720989263	0.2637395511
743	0.972118074	0.2636712029
744	0.9721498146	0.2636023816
745	0.9721824123	0.2635080361
746	0.9722289506	0.2633530577
747	0.9722818261	0.2632191364
748	0.9722934801	0.2631362446
749	0.972332019	0.263004974
750	0.9723624313	0.2628680367
751	0.972378339	0.2628064858
752	0.9724405922	0.2626644229
753	0.9724824862	0.26255392
754	0.9725684954	0.2623685376
755	0.9726121285	0.2622420512
756	0.9726413501	0.2621677852
757	0.9726764926	0.262094476
758	0.9727409625	0.2619520138
759	0.9728176239	0.2618059111
760	0.9728325827	0.2617368859
761	0.9728612882	0.2616768947
762	0.9729051941	0.2615688843
763	0.9729425197	0.2614628318
764	0.9729700635	0.2613935475
765	0.9730175332	0.2612843556
766	0.9730573746	0.2611388907
767	0.9730859803	0.2610180756
768	0.9731714844	0.2608340097
769	0.9732141034	0.260708361
770	0.9732808558	0.2605547071
771	0.9733237013	0.2604566223
772	0.9733690295	0.2602937592
773	0.9733853232	0.2602152929
774	0.9734274755	0.2600470479
775	0.9735011404	0.2598786546
776	0.9735470066	0.2597680546
777	0.973584578	0.2596649454
778	0.9736469699	0.2595009049
779	0.9737159879	0.2593511117
780	0.9737625517	0.2592291364
781	0.9737830864	0.2591402707
782	0.9738175199	0.2590037208
783	0.9738462646	0.2589191356
784	0.9738829523	0.2588095943
785	0.9739104471	0.258669731
786	0.9739192912	0.2586159829
787	0.974018006	0.2584232496
788	0.9740646878	0.2582778883
789	0.9741093632	0.258167635
790	0.9741324023	0.2580269285
791	0.9741752387	0.2579036363
792	0.9742679766	0.2577087307
793	0.9743506333	0.2575092763
794	0.9744017775	0.2573794366
795	0.9744615995	0.2571983854
796	0.9744835165	0.2571218875
797	0.9745489721	0.2569921559
798	0.9745905742	0.2568160552
799	0.9746215212	0.2567160623
800	0.9746441921	0.2566240549
801	0.9746693038	0.2565019676
802	0.9747199312	0.2563303607
803	0.974771149	0.2562206135
804	0.974812109	0.2560821982
805	0.9748705625	0.2559541803
806	0.9749272045	0.2558208548
807	0.9749662927	0.2557243211
808	0.974977269	0.2556425904
809	0.975012633	0.2555568884
810	0.975040585	0.2554579392
811	0.9750731394	0.2553518889
812	0.9751455794	0.2551728356
813	0.975202477	0.2550323814
814	0.9752375141	0.2549408196
815	0.9753040966	0.2547826674
816	0.9753760901	0.2546331643
817	0.9754009948	0.2545366195
818	0.9754209513	0.2544582881
819	0.9755003141	0.254248636
820	0.9755495814	0.2541305964
821	0.9756367464	0.2539249543
822	0.9756740484	0.2538310189
823	0.9757406647	0.2536919199
824	0.9757772736	0.2536121048
825	0.9758082582	0.253517745
826	0.9758376606	0.2534116778
827	0.9758769796	0.2532948741
828	0.9758998697	0.2532086392
829	0.9759460445	0.2530903122
830	0.9760305636	0.2529307089
831	0.9761087303	0.252778777
832	0.9761363762	0.2526895518
833	0.9761682741	0.252608046
834	0.9762122166	0.2524711646
835	0.9762563484	0.2523453596
836	0.9763031926	0.2522169483
837	0.9763225934	0.2520821728
838	0.9763482408	0.2520269585
839	0.9763984667	0.2518971955
840	0.9764238768	0.2518220654
841	0.9764670971	0.2517099008
842	0.9765249096	0.2515799307
843	0.9765637466	0.2514667832
844	0.9766059201	0.251349654
845	0.9766451088	0.2512451622
846	0.9766784953	0.2511446936
847	0.976732263	0.2509667379
848	0.9767455346	0.2508478472
849	0.9767728732	0.2507791426
850	0.9767944159	0.2506796356
851	0.9768402411	0.2505730514
852	0.9768753487	0.2504550567
853	0.9768985568	0.2503806852
854	0.9769518128	0.2502431468
855	0.9769989977	0.2501176193
856	0.9770465713	0.2499905148
857	0.9770662287	0.2498737653
858	0.9770906025	0.2497944828
859	0.9771117521	0.2496689553
860	0.9771948213	0.2494839744
861	0.977214659	0.2494297992
862	0.9772426234	0.2493539082
863	0.9772811251	0.2492299611
864	0.9773140807	0.2491371456
865	0.9773770715	0.2490070074
866	0.9773949407	0.2489204551
867	0.9774164434	0.2488212867
868	0.9774523989	0.2487146495
869	0.9774852088	0.2486099639
870	0.9775482874	0.24846004
871	0.9775850006	0.2483520566
872	0.9776007313	0.248244338
873	0.9776161518	0.2481774944
874	0.9776716464	0.2480144459
875	0.9776953106	0.2478839485
876	0.9777153249	0.2478127984
877	0.9777662005	0.2477053148
878	0.9777832591	0.2476279475
879	0.9777907943	0.2475845553
880	0.9778517387	0.2474407259
881	0.9778980788	0.2473076715
882	0.9779655429	0.2471417022
